t	x0	y0	x1	y1	x2	y2
3.33	0.790966	-0.489714	1.73037	-0.544541	2.69723	-0.993591
3.34	0.810927	-0.49764	1.74332	-0.525504	2.70244	-0.95968
3.35	0.828668	-0.508906	1.76706	-0.509656	2.70321	-0.924727
3.36	0.842945	-0.522597	1.79861	-0.495696	2.70202	-0.88987
3.37	0.853761	-0.537811	1.83303	-0.482057	2.70216	-0.856569
3.38	0.861963	-0.553615	1.86462	-0.467301	2.70703	-0.826276
3.39	0.868639	-0.569015	1.88835	-0.450472	2.71927	-0.800097
3.4	0.874536	-0.583002	1.90109	-0.431319	2.74009	-0.778506
3.41	0.879704	-0.594638	1.90234	-0.410356	2.76892	-0.761215
3.42	0.883475	-0.603178	1.89427	-0.388725	2.80341	-0.747208
3.43	0.884763	-0.608163	1.88107	-0.367952	2.83984	-0.734969
3.44	0.88257	-0.609449	1.86781	-0.349644	2.87384	-0.722811
3.45	0.876513	-0.607153	1.85912	-0.335245	2.90128	-0.709225
3.46	0.867196	-0.60156	1.85798	-0.325844	2.91908	-0.693176
3.47	0.856309	-0.593033	1.86503	-0.322062	2.92578	-0.674272
3.48	0.846398	-0.581975	1.8784	-0.323975	2.92176	-0.652789
3.49	0.840332	-0.568826	1.89429	-0.331115	2.9091	-0.629544
3.5	0.840577	-0.554066	1.90799	-0.342568	2.891	-0.605645
3.51	0.848425	-0.538189	1.91519	-0.357176	2.87111	-0.582193
3.52	0.863421	-0.521635	1.91324	-0.373794	2.85269	-0.560015
3.53	0.883173	-0.504725	1.90189	-0.391511	2.83806	-0.539532
3.54	0.903694	-0.487621	1.88344	-0.409771	2.82824	-0.520782
3.55	0.920251	-0.470328	1.86205	-0.428394	2.82301	-0.503572
3.56	0.928561	-0.452746	1.84257	-0.447522	2.82131	-0.487646
3.57	0.926008	-0.434799	1.82911	-0.467519	2.82171	-0.472816
3.58	0.912526	-0.416621	1.82383	-0.488804	2.823	-0.458991
3.59	0.890838	-0.398766	1.82644	-0.511666	2.8245	-0.446147
3.6	0.865931	-0.382303	1.83444	-0.536103	2.82608	-0.434276
3.61	0.843898	-0.368702	1.84406	-0.561792	2.82797	-0.423348
3.62	0.830445	-0.359501	1.85159	-0.588185	2.8304	-0.413324
3.63	0.829489	-0.355859	1.8546	-0.614681	2.83323	-0.404215
3.64	0.84221	-0.358171	1.85277	-0.640809	2.83583	-0.396153
3.65	0.866794	-0.365854	1.84788	-0.666369	2.83712	-0.389419
3.66	0.898936	-0.37741	1.84324	-0.691502	2.83584	-0.384401
3.67	0.93293	-0.390725	1.84255	-0.716677	2.83102	-0.381475
3.68	0.963056	-0.403548	1.84866	-0.742575	2.82229	-0.380855
3.69	0.984889	-0.414027	1.86258	-0.76991	2.81018	-0.382462
3.7	0.996213	-0.421143	1.88302	-0.799223	2.79601	-0.385854
3.71	0.997316	-0.424929	1.90662	-0.830717	2.78165	-0.390267
3.72	0.99066	-0.426419	1.92876	-0.864148	2.76897	-0.394768
3.73	0.980036	-0.427335	1.94472	-0.898767	2.75931	-0.398533
3.74	0.969453	-0.429628	1.95083	-0.933322	2.75311	-0.401158
3.75	0.962064	-0.434965	1.94527	-0.966159	2.74977	-0.402908
3.76	0.959392	-0.444299	1.92846	-0.995472	2.74772	-0.404762
3.77	0.961033	-0.45761	1.90288	-1.01966	2.74482	-0.408231
3.78	0.964877	-0.473884	1.8724	-1.03773	2.73871	-0.414992
3.79	0.967755	-0.491363	1.84139	-1.0495	2.72737	-0.426473
3.8	0.966308	-0.508013	1.81369	-1.05568	2.70954	-0.443493
3.81	0.957878	-0.522079	1.79172	-1.05765	2.68501	-0.466066
3.82	0.941184	-0.532583	1.77588	-1.05715	2.65484	-0.493381
3.83	0.916651	-0.539584	1.76449	-1.05592	2.62114	-0.523964
3.84	0.886307	-0.544148	1.75421	-1.05551	2.58678	-0.555971
3.85	0.853259	-0.548031	1.74089	-1.05709	2.55479	-0.587571
3.86	0.820864	-0.553212	1.72072	-1.0614	2.52776	-0.617326
3.87	0.791851	-0.561398	1.69136	-1.06876	2.50727	-0.644489
3.88	0.767635	-0.573625	1.65271	-1.07915	2.4935	-0.669128
3.89	0.748047	-0.590047	1.60715	-1.0924	2.48519	-0.692048
3.9	0.731538	-0.609972	1.55911	-1.10838	2.47989	-0.714532
3.91	0.715776	-0.632139	1.51404	-1.12708	2.47448	-0.738002
3.92	0.698434	-0.655182	1.47704	-1.14858	2.46593	-0.763698
3.93	0.677907	-0.678143	1.45167	-1.17299	2.45207	-0.792445
3.94	0.653776	-0.700857	1.43898	-1.20019	2.43206	-0.824519
3.95	0.626894	-0.724051	1.43727	-1.22988	2.40666	-0.859623
3.96	0.599105	-0.749096	1.44249	-1.26158	2.37797	-0.89696
3.97	0.572663	-0.777496	1.44918	-1.29485	2.34893	-0.935397
3.98	0.549537	-0.810273	1.45178	-1.3294	2.32261	-0.973715
3.99	0.530773	-0.84746	1.44594	-1.36518	2.30146	-1.0109
4	0.51613	-0.887838	1.4295	-1.40224	2.28675	-1.04641
4.01	0.504087	-0.929012	1.40286	-1.44063	2.27828	-1.08031
4.02	0.492239	-0.967799	1.36872	-1.48028	2.27445	-1.11328
4.03	0.477984	-1.00083	1.33121	-1.52092	2.2726	-1.14642
4.04	0.459305	-1.02529	1.29472	-1.56201	2.26958	-1.18099
4.05	0.435417	-1.03952	1.26264	-1.60266	2.26242	-1.21816
4.06	0.407077	-1.04354	1.23654	-1.6416	2.24895	-1.25873
4.07	0.376454	-1.03904	1.21577	-1.67724	2.22811	-1.30305
4.08	0.346623	-1.02912	1.19779	-1.70787	2.20013	-1.351
4.09	0.320805	-1.0175	1.17887	-1.73194	2.16631	-1.40201
4.1	0.301583	-1.00762	1.15514	-1.74845	2.12864	-1.45531
4.11	0.290268	-1.00183	1.12365	-1.75718	2.08927	-1.51013
4.12	0.286571	-1.00075	1.08319	-1.75885	2.05	-1.56595
4.13	0.28866	-1.00316	1.03467	-1.75512	2.01184	-1.62255
4.14	0.293606	-1.00632	0.980943	-1.74853	1.97479	-1.67997
4.15	0.298123	-1.00675	0.926087	-1.74212	1.93798	-1.7383
4.16	0.299413	-1.00122	0.874273	-1.73905	1.89998	-1.79757
4.17	0.295864	-0.987841	0.82866	-1.74188	1.8594	-1.85764
4.18	0.287381	-0.966861	0.790619	-1.7519	1.81535	-1.91829
4.19	0.275252	-0.9409	0.759548	-1.76873	1.76777	-1.97937
4.2	0.26167	-0.914537	0.733259	-1.7904	1.7174	-2.04087
4.21	0.249065	-0.893254	0.708762	-1.81385	1.66557	-2.10301
4.22	0.23946	-0.882043	0.683196	-1.83591	1.61368	-2.16614
4.23	0.233998	-0.884079	0.654653	-1.85426	1.56278	-2.23064
4.24	0.232727	-0.899817	0.622677	-1.86822	1.51322	-2.29667
4.25	0.234678	-0.926786	0.588293	-1.87906	1.46453	-2.36408
4.26	0.238211	-0.960147	0.553572	-1.88972	1.41566	-2.43231
4.27	0.241502	-0.993877	0.520868	-1.904	1.36527	-2.50051
4.28	0.243029	-1.02227	0.492026	-1.92538	1.31228	-2.56783
4.29	0.241911	-1.04136	0.467806	-1.95575	1.25621	-2.63371
4.3	0.23801	-1.04987	0.447712	-1.99462	1.1973	-2.69815
4.31	0.231822	-1.04938	0.430224	-2.03901	1.13643	-2.76178
4.32	0.224224	-1.04381	0.413337	-2.08403	1.07479	-2.82565
4.33	0.216172	-1.03814	0.395227	-2.12417	1.01341	-2.89084
4.34	0.208414	-1.037	0.37484	-2.15479	0.952747	-2.95793
4.35	0.201311	-1.04337	0.352216	-2.17352	0.892498	-3.0265
4.36	0.194778	-1.05776	0.328433	-2.18098	0.831617	-3.0949
4.37	0.188381	-1.07823	0.305193	-2.18074	0.768668	-3.16028
4.38	0.181512	-1.101	0.284238	-2.17834	0.70228	-3.21909
4.39	0.173592	-1.12171	0.266796	-2.1796	0.631565	-3.26785
4.4	0.164224	-1.13674	0.253262	-2.18886	0.556355	-3.30404
4.41	0.153281	-1.14426	0.243156	-2.2076	0.477203	-3.3267
4.42	0.140917	-1.1447	0.235343	-2.23382	0.395155	-3.33676
4.43	0.127522	-1.1405	0.228406	-2.26264	0.311403	-3.33671
4.44	0.113622	-1.13519	0.221054	-2.28763	0.226932	-3.32991
4.45	0.0997459	-1.13214	0.212398	-2.30277	0.142329	-3.31955
4.46	0.0863008	-1.13341	0.201993	-2.30421	0.0578347	-3.30781
4.47	0.0734935	-1.139	0.18963	-2.29139	-0.026385	-3.2952
4.48	0.0613171	-1.14679	0.175029	-2.2671	-0.109911	-3.28064
4.49	0.0496039	-1.15317	0.157644	-2.23655	-0.191906	-3.26189
4.5	0.0381232	-1.15422	0.136671	-2.20577	-0.271202	-3.23639
4.51	0.0266933	-1.1469	0.111248	-2.17978	-0.346606	-3.20213
4.52	0.0152536	-1.13014	0.0807659	-2.16128	-0.417284	-3.1583
4.53	0.00385596	-1.10526	0.0451683	-2.1499	-0.483072	-3.10559
4.54	-0.00742958	-1.07574	0.00516383	-2.14253	-0.544614	-3.04605
4.55	-0.0186336	-1.0463	-0.0377611	-2.13433	-0.60328	-2.98262
4.56	-0.0299434	-1.02163	-0.0815965	-2.12032	-0.66086	-2.9184
4.57	-0.0416464	-1.00508	-0.124299	-2.09689	-0.719121	-2.85601
4.58	-0.0539788	-0.997645	-0.164371	-2.06298	-0.779355	-2.79709
4.59	-0.066952	-0.997747	-0.20132	-2.02043	-0.842068	-2.7421
4.6	-0.0802388	-1.00166	-0.235808	-1.97349	-0.906919	-2.69054
4.61	-0.0931787	-1.00461	-0.26945	-1.92774	-0.972924	-2.64123
4.62	-0.104919	-1.00222	-0.304301	-1.88858	-1.03885	-2.59285
4.63	-0.114669	-0.991848	-0.342197	-1.85985	-1.10366	-2.54441
4.64	-0.122005	-0.973443	-0.384124	-1.84288	-1.16691	-2.49555
4.65	-0.127123	-0.94968	-0.429814	-1.83634	-1.22887	-2.44658
4.66	-0.13091	-0.92531	-0.477731	-1.83684	-1.2905	-2.39829
4.67	-0.134778	-0.905917	-0.525505	-1.84006	-1.3531	-2.3516
4.68	-0.140277	-0.896446	-0.570721	-1.84209	-1.41784	-2.30718
4.69	-0.148616	-0.899906	-0.611793	-1.84049	-1.48526	-2.26521
4.7	-0.160264	-0.916598	-0.648609	-1.83479	-1.555	-2.22538
4.71	-0.174739	-0.944065	-0.68272	-1.82636	-1.62575	-2.18701
4.72	-0.190693	-0.977749	-0.716971	-1.81774	-1.69556	-2.14932
4.73	-0.206263	-1.01217	-0.754686	-1.81168	-1.76235	-2.11163
4.74	-0.219637	-1.04226	-0.798621	-1.81017	-1.82446	-2.07355
4.75	-0.229697	-1.06451	-0.849984	-1.81369	-1.88116	-2.03507
4.76	-0.236524	-1.0775	-0.907829	-1.82107	-1.93278	-1.99646
4.77	-0.241575	-1.08195	-0.969068	-1.8298	-1.98061	-1.95815
4.78	-0.247413	-1.08005	-1.02916	-1.83668	-2.02648	-1.92053
4.79	-0.257056	-1.07462	-1.08332	-1.83865	-2.07206	-1.88383
4.8	-0.273153	-1.06819	-1.12785	-1.83334	-2.11835	-1.84813
4.81	-0.297243	-1.06221	-1.1612	-1.81952	-2.16526	-1.81344
4.82	-0.329316	-1.05671	-1.18441	-1.79716	-2.2115	-1.77974
4.83	-0.367796	-1.0503	-1.20082	-1.76739	-2.25493	-1.74708
4.84	-0.409925	-1.04062	-1.21518	-1.73212	-2.293	-1.71549
4.85	-0.452463	-1.02506	-1.23233	-1.69367	-2.32355	-1.68498
4.86	-0.492493	-1.00157	-1.25594	-1.65417	-2.34537	-1.65552
4.87	-0.528137	-0.969375	-1.28743	-1.61512	-2.35867	-1.62703
4.88	-0.558973	-0.929222	-1.32566	-1.57708	-2.36518	-1.59946
4.89	-0.586043	-0.883307	-1.36721	-1.53968	-2.3679	-1.57281
4.9	-0.611446	-0.8347	-1.40733	-1.50191	-2.37046	-1.54716
4.91	-0.63762	-0.786547	-1.44131	-1.46256	-2.37634	-1.52267
4.92	-0.666523	-0.741265	-1.46582	-1.42077	-2.3881	-1.49957
4.93	-0.698969	-0.699955	-1.47995	-1.37643	-2.4068	-1.47805
4.94	-0.734333	-0.662211	-1.48548	-1.33043	-2.43181	-1.45819
4.95	-0.770749	-0.626369	-1.48646	-1.28462	-2.46105	-1.43984
4.96	-0.805723	-0.590106	-1.48811	-1.24146	-2.49157	-1.42264
4.97	-0.836985	-0.551233	-1.49534	-1.20332	-2.52035	-1.40607
4.98	-0.863258	-0.508434	-1.51152	-1.17182	-2.54508	-1.38968
4.99	-0.88471	-0.461729	-1.53754	-1.14721	-2.56471	-1.3732
5	-0.902932	-0.412511	-1.57171	-1.1282	-2.57963	-1.35667
5.01	-0.920468	-0.363173	-1.61026	-1.11223	-2.59148	-1.34043
5.02	-0.940013	-0.316432	-1.64836	-1.09612	-2.60261	-1.32501
5.03	-0.963511	-0.274616	-1.68146	-1.07686	-2.61536	-1.31098
5.04	-0.991432	-0.239091	-1.70648	-1.05235	-2.6314	-1.29876
5.05	-1.02244	-0.209973	-1.72254	-1.02193	-2.65121	-1.28853
5.06	-1.05361	-0.186181	-1.73115	-0.98645	-2.67396	-1.28011
5.07	-1.081	-0.165785	-1.73567	-0.94806	-2.69775	-1.27297
5.08	-1.10068	-0.146607	-1.74026	-0.90956	-2.7201	-1.26628
5.09	-1.10959	-0.126893	-1.74876	-0.873563	-2.73863	-1.25916
5.1	-1.10635	-0.105894	-1.76361	-0.841678	-2.75167	-1.25086
5.11	-1.09172	-0.0841409	-1.78515	-0.813987	-2.75861	-1.24102
5.12	-1.06853	-0.0633098	-1.8115	-0.789011	-2.76003	-1.22975
5.13	-1.04128	-0.0457244	-1.83904	-0.764178	-2.75738	-1.2176
5.14	-1.01515	-0.0336627	-1.86344	-0.736651	-2.7525	-1.20535
5.15	-0.994835	-0.0287105	-1.88096	-0.70423	-2.74696	-1.19376
5.16	-0.983425	-0.0313455	-1.88963	-0.666083	-2.7416	-1.18325
5.17	-0.981638	-0.0408467	-1.88999	-0.623065	-2.73628	-1.17374
5.18	-0.987699	-0.0555215	-1.88496	-0.577538	-2.73003	-1.16458
5.19	-0.997879	-0.0731754	-1.87912	-0.5327	-2.72144	-1.15473
5.2	-1.00759	-0.091692	-1.87729	-0.49163	-2.70925	-1.14319
5.21	-1.01271	-0.109547	-1.88318	-0.456365	-2.69287	-1.12934
5.22	-1.01079	-0.12609	-1.89822	-0.427319	-2.67271	-1.11334
5.23	-1.00172	-0.141521	-1.92115	-0.403228	-2.65013	-1.09623
5.24	-0.987699	-0.156611	-1.9484	-0.3816	-2.62716	-1.07981
5.25	-0.972481	-0.172332	-1.97518	-0.359492	-2.60587	-1.0662
5.26	-0.960204	-0.189511	-1.99689	-0.334383	-2.58783	-1.05728
5.27	-0.954143	-0.208605	-2.01038	-0.304914	-2.5737	-1.05413
5.28	-0.955804	-0.229622	-2.0147	-0.271295	-2.5631	-1.0566
5.29	-0.964573	-0.252196	-2.01109	-0.235253	-2.55477	-1.06322
5.3	-0.978006	-0.275749	-2.0025	-0.199558	-2.54693	-1.07148
5.31	-0.992595	-0.299669	-1.99256	-0.167301	-2.53769	-1.07842
5.32	-1.00475	-0.323411	-1.98459	-0.141183	-2.52545	-1.08127
5.33	-1.01166	-0.346489	-1.9807	-0.122995	-2.50921	-1.07812
5.34	-1.01189	-0.368403	-1.98131	-0.113351	-2.48874	-1.06832
5.35	-1.00548	-0.388596	-1.98515	-0.111649	-2.46463	-1.05267
5.36	-0.993755	-0.406489	-1.98961	-0.116208	-2.43806	-1.03325
5.37	-0.978844	-0.421583	-1.99143	-0.124564	-2.41059	-1.01302
5.38	-0.963084	-0.433575	-1.98741	-0.133906	-2.38381	-0.995279
5.39	-0.948419	-0.442432	-1.97512	-0.141599	-2.35907	-0.982971
5.4	-0.935944	-0.448409	-1.95344	-0.145689	-2.3373	-0.978118
5.41	-0.925681	-0.452044	-1.92278	-0.145276	-2.31885	-0.981415
5.42	-0.916656	-0.454124	-1.88512	-0.140643	-2.30343	-0.992104
5.43	-0.907241	-0.455659	-1.84368	-0.133128	-2.29014	-1.00815
5.44	-0.895676	-0.457823	-1.80233	-0.124776	-2.27759	-1.02669
5.45	-0.88062	-0.461858	-1.76487	-0.117901	-2.26416	-1.04458
5.46	-0.861578	-0.468932	-1.7343	-0.114632	-2.24836	-1.05906
5.47	-0.839094	-0.479996	-1.71227	-0.116546	-2.22915	-1.06824
5.48	-0.814678	-0.495681	-1.69877	-0.124387	-2.20619	-1.07148
5.49	-0.790482	-0.516257	-1.69227	-0.137914	-2.1799	-1.06947
5.5	-0.768835	-0.541634	-1.69003	-0.155913	-2.15132	-1.06411
5.51	-0.751715	-0.571386	-1.6888	-0.17639	-2.12192	-1.05816
5.52	-0.7403	-0.604751	-1.68544	-0.196947	-2.09324	-1.0547
5.53	-0.734686	-0.640648	-1.67752	-0.215266	-2.06659	-1.05654
5.54	-0.733853	-0.677721	-1.66373	-0.229602	-2.04285	-1.06566
5.55	-0.735856	-0.714437	-1.64394	-0.239161	-2.02235	-1.08286
5.56	-0.738211	-0.749221	-1.61904	-0.244284	-2.00477	-1.10758
5.57	-0.738353	-0.780595	-1.59069	-0.246408	-1.98932	-1.13801
5.58	-0.734048	-0.807317	-1.56089	-0.247809	-1.97477	-1.17144
5.59	-0.723675	-0.828485	-1.53164	-0.251177	-1.95974	-1.2048
5.6	-0.706344	-0.843644	-1.50468	-0.259078	-1.94296	-1.23521
5.61	-0.681896	-0.852864	-1.48128	-0.273441	-1.92344	-1.26053
5.62	-0.650824	-0.856764	-1.46204	-0.295153	-1.90075	-1.27973
5.63	-0.614188	-0.856456	-1.44688	-0.323896	-1.87505	-1.29315
5.64	-0.573542	-0.853426	-1.4349	-0.358226	-1.84705	-1.30236
5.65	-0.530831	-0.849367	-1.42455	-0.395875	-1.8179	-1.30993
5.66	-0.488229	-0.846035	-1.41377	-0.434175	-1.78892	-1.31891
5.67	-0.447883	-0.84511	-1.40035	-0.470542	-1.76138	-1.33228
5.68	-0.411571	-0.848062	-1.38242	-0.502946	-1.73626	-1.3524
5.69	-0.380373	-0.856009	-1.35885	-0.530302	-1.71406	-1.3805
5.7	-0.354453	-0.869579	-1.32961	-0.552695	-1.69474	-1.41646
5.71	-0.333037	-0.888837	-1.2958	-0.571368	-1.67772	-1.45885
5.72	-0.314597	-0.913261	-1.2595	-0.588472	-1.66196	-1.50517
5.73	-0.297183	-0.941794	-1.22332	-0.606619	-1.64614	-1.55238
5.74	-0.278816	-0.972905	-1.18987	-0.628373	-1.62892	-1.59745
5.75	-0.257846	-1.00468	-1.16124	-0.655768	-1.60919	-1.63797
5.76	-0.233194	-1.03493	-1.13854	-0.689947	-1.58633	-1.6726
5.77	-0.204485	-1.06136	-1.12176	-0.730966	-1.56033	-1.70129
5.78	-0.172063	-1.08177	-1.10975	-0.777768	-1.53179	-1.72536
5.79	-0.136918	-1.09436	-1.10047	-0.828353	-1.5018	-1.74717
5.8	-0.100524	-1.09796	-1.09131	-0.880106	-1.4717	-1.76974
5.81	-0.0645859	-1.09228	-1.07956	-0.930267	-1.44279	-1.79612
5.82	-0.0307294	-1.07799	-1.06294	-0.976457	-1.41613	-1.82882
5.83	-0.000165732	-1.05667	-1.03995	-1.01719	-1.39227	-1.86927
5.84	0.026565	-1.03062	-1.01027	-1.05224	-1.37124	-1.91752
5.85	0.0497048	-1.00254	-0.974774	-1.08276	-1.35247	-1.97219
5.86	0.0701924	-0.975217	-0.935382	-1.11117	-1.33494	-2.03077
5.87	0.0893909	-0.951157	-0.894644	-1.14065	-1.31729	-2.09008
5.88	0.108695	-0.932403	-0.85512	-1.17448	-1.2981	-2.14697
5.89	0.129124	-0.920407	-0.818725	-1.21535	-1.2762	-2.19891
5.9	0.151005	-0.916022	-0.786223	-1.26463	-1.2509	-2.24453
5.91	0.173856	-0.919555	-0.757007	-1.32208	-1.22216	-2.28387
5.92	0.196485	-0.930802	-0.729268	-1.38575	-1.19059	-2.3183
5.93	0.217297	-0.949024	-0.700486	-1.45252	-1.15729	-2.35022
5.94	0.234717	-0.972866	-0.668109	-1.51878	-1.12366	-2.3824
5.95	0.247617	-1.00026	-0.630244	-1.58145	-1.09105	-2.41744
5.96	0.255612	-1.02844	-0.58616	-1.63869	-1.06047	-2.45712
5.97	0.259125	-1.05408	-0.536476	-1.69036	-1.03243	-2.50215
5.98	0.259186	-1.07365	-0.482957	-1.738	-1.00677	-2.55207
5.99	0.25699	-1.08409	-0.427953	-1.78427	-0.982718	-2.60553
6	0.253383	-1.08344	-0.373638	-1.83202	-0.959141	-2.66072
6.01	0.248494	-1.07165	-0.321348	-1.88327	-0.93476	-2.71579
6.02	0.241694	-1.05109	-0.271292	-1.93834	-0.908443	-2.76924
6.03	0.231909	-1.02648	-0.222761	-1.99549	-0.87935	-2.82006
6.04	0.218121	-1.00422	-0.174702	-2.05127	-0.846944	-2.86771
6.05	0.199769	-0.990938	-0.126368	-2.10157	-0.810886	-2.9119
6.06	0.176911	-0.99191	-0.0777631	-2.14285	-0.770884	-2.95239
6.07	0.150141	-1.00957	-0.0297441	-2.17329	-0.726583	-2.98882
6.08	0.120374	-1.04274	0.0162326	-2.19326	-0.67757	-3.02069
6.09	0.0886033	-1.08672	0.0586067	-2.20521	-0.623495	-3.04748
6.1	0.0557202	-1.13433	0.0962624	-2.21275	-0.564263	-3.06885
6.11	0.0224236	-1.17756	0.128907	-2.21942	-0.500205	-3.08495
6.12	-0.0107183	-1.2094	0.157112	-2.22741	-0.43215	-3.09656
6.13	-0.043076	-1.22532	0.181986	-2.23674	-0.36134	-3.10515
6.14	-0.0737405	-1.22402	0.204622	-2.24511	-0.289201	-3.11269
6.15	-0.101433	-1.20739	0.225564	-2.24854	-0.217021	-3.12125
6.16	-0.124631	-1.17966	0.244512	-2.24259	-0.145626	-3.13243
6.17	-0.141884	-1.14614	0.260368	-2.22384	-0.0751912	-3.14677
6.18	-0.152177	-1.11195	0.271631	-2.19115	-0.00526977	-3.16331
6.19	-0.15521	-1.08096	0.276997	-2.14649	0.0649201	-3.17939
6.2	-0.151494	-1.05524	0.275967	-2.09484	0.136059	-3.1909
6.21	-0.142226	-1.03509	0.269204	-2.04324	0.20833	-3.19308
6.22	-0.128984	-1.01959	0.258454	-1.99911	0.281239	-3.18153
6.23	-0.113324	-1.00741	0.246061	-1.96843	0.35374	-3.15334
6.24	-0.0964437	-0.99753	0.234251	-1.95414	0.424607	-3.10796
6.25	-0.079006	-0.989842	0.224464	-1.95542	0.49293	-3.04748
6.26	-0.0611802	-0.985143	0.21693	-1.96804	0.558568	-2.97624
6.27	-0.0428402	-0.984716	0.210609	-1.98566	0.622411	-2.89985
6.28	-0.0238076	-0.989564	0.203511	-2.00191	0.68628	-2.82378
6.29	-0.00404211	-0.999653	0.193399	-2.01236	0.752403	-2.75208
6.3	0.016281	-1.01349	0.178725	-2.01579	0.822518	-2.68652
6.31	0.0368218	-1.02829	0.159487	-2.01419	0.896942	-2.62657
6.32	0.0572169	-1.04065	0.137607	-2.01165	0.974038	-2.57012
6.33	0.0772184	-1.04761	0.11666	-2.01259	1.05036	-2.51443
6.34	0.0967318	-1.04767	0.10113	-2.0201	1.12139	-2.45716
6.35	0.115743	-1.04131	0.0954611	-2.03498	1.1826	-2.39685
6.36	0.134226	-1.03092	0.103144	-2.05554	1.23047	-2.33318
6.37	0.152135	-1.02015	0.125923	-2.07821	1.26332	-2.2668
6.38	0.169471	-1.01284	0.163294	-2.09866	1.28168	-2.19892
6.39	0.186338	-1.01197	0.212435	-2.11303	1.28826	-2.1308
6.4	0.202902	-1.01878	0.268672	-2.11894	1.28749	-2.06336
6.41	0.219249	-1.03242	0.326387	-2.1161	1.28466	-1.9968
6.42	0.235227	-1.05011	0.380181	-2.1062	1.28494	-1.93066
6.43	0.250363	-1.06782	0.425949	-2.09234	1.29241	-1.86399
6.44	0.263945	-1.08117	0.461626	-2.07803	1.30934	-1.79576
6.45	0.275231	-1.08658	0.48743	-2.066	1.3358	-1.72538
6.46	0.283719	-1.08202	0.505598	-2.05734	1.3698	-1.65306
6.47	0.289344	-1.06755	0.519745	-2.05105	1.40774	-1.58002
6.48	0.292539	-1.04521	0.53403	-2.0442	1.44526	-1.50833
6.49	0.294146	-1.01847	0.552298	-2.03275	1.47813	-1.44046
6.5	0.295235	-0.99131	0.577338	-2.01281	1.50309	-1.37868
6.51	0.296868	-0.96724	0.610397	-1.98182	1.51849	-1.32443
6.52	0.29986	-0.948483	0.651032	-1.93951	1.52458	-1.27787
6.53	0.304568	-0.935643	0.697334	-1.88813	1.5234	-1.23774
6.54	0.310775	-0.927867	0.74645	-1.83208	1.51836	-1.20157
6.55	0.317733	-0.923408	0.79526	-1.77685	1.51354	-1.16614
6.56	0.32439	-0.920373	0.841037	-1.7279	1.5128	-1.12813
6.57	0.329734	-0.917358	0.881942	-1.6895	1.51905	-1.08479
6.58	0.333156	-0.913826	0.917302	-1.66394	1.53363	-1.03447
6.59	0.334664	-0.910154	0.947623	-1.65109	1.5561	-0.977096
6.6	0.33489	-0.907446	0.974388	-1.64847	1.58445	-0.914306
6.61	0.334895	-0.907162	0.999672	-1.65163	1.61562	-0.849283
6.62	0.33585	-0.910658	1.02572	-1.655	1.64618	-0.786201
6.63	0.338694	-0.918734	1.05453	-1.6531	1.67305	-0.729393
6.64	0.343867	-0.931296	1.08757	-1.64166	1.69405	-0.682417
6.65	0.351194	-0.947264	1.12553	-1.61852	1.7082	-0.647266
